timestamp,plant_id,inverter_id,ac_power_kw,expected_power_kw,irradiance_w_m2,module_temp_c,status
2026-06-20T00:00:00,PLANT_A,PLANT_A_INV_01,0.0,0.0,0.0,22.4,OK
2026-06-20T00:00:00,PLANT_A,PLANT_A_INV_02,0.0,0.0,0.0,22.4,OK
2026-06-20T00:00:00,PLANT_A,PLANT_A_INV_03,0.01,0.0,0.0,22.4,OK
2026-06-20T00:00:00,PLANT_A,PLANT_A_INV_04,0.0,0.0,0.0,22.4,OK
2026-06-20T00:00:00,PLANT_B,PLANT_B_INV_01,0.0,0.0,0.0,22.4,OK
2026-06-20T00:00:00,PLANT_B,PLANT_B_INV_02,0.01,0.0,0.0,22.4,OK
2026-06-20T00:00:00,PLANT_B,PLANT_B_INV_03,0.0,0.0,0.0,22.4,OK
2026-06-20T00:00:00,PLANT_C,PLANT_C_INV_01,0.01,0.0,0.0,22.4,OK
2026-06-20T00:00:00,PLANT_C,PLANT_C_INV_02,0.01,0.0,0.0,22.4,OK
2026-06-20T00:00:00,PLANT_C,PLANT_C_INV_03,0.0,0.0,0.0,22.4,OK
2026-06-20T01:00:00,PLANT_A,PLANT_A_INV_01,0.0,0.0,0.0,22.6,OK
2026-06-20T01:00:00,PLANT_A,PLANT_A_INV_02,0.03,0.0,0.0,22.6,OK
2026-06-20T01:00:00,PLANT_A,PLANT_A_INV_03,0.0,0.0,0.0,22.6,OK
2026-06-20T01:00:00,PLANT_A,PLANT_A_INV_04,0.02,0.0,0.0,22.6,OK
2026-06-20T01:00:00,PLANT_B,PLANT_B_INV_01,0.02,0.0,0.0,22.6,OK
2026-06-20T01:00:00,PLANT_B,PLANT_B_INV_02,0.01,0.0,0.0,22.6,OK
2026-06-20T01:00:00,PLANT_B,PLANT_B_INV_03,0.0,0.0,0.0,22.6,OK
2026-06-20T01:00:00,PLANT_C,PLANT_C_INV_01,0.02,0.0,0.0,22.6,OK
2026-06-20T01:00:00,PLANT_C,PLANT_C_INV_02,0.02,0.0,0.0,22.6,OK
2026-06-20T01:00:00,PLANT_C,PLANT_C_INV_03,0.02,0.0,0.0,22.6,OK
2026-06-20T02:00:00,PLANT_A,PLANT_A_INV_01,0.0,0.0,0.0,21.2,OK
2026-06-20T02:00:00,PLANT_A,PLANT_A_INV_02,0.0,0.0,0.0,21.2,OK
2026-06-20T02:00:00,PLANT_A,PLANT_A_INV_03,0.0,0.0,0.0,21.2,OK
2026-06-20T02:00:00,PLANT_A,PLANT_A_INV_04,0.0,0.0,0.0,21.2,OK
2026-06-20T02:00:00,PLANT_B,PLANT_B_INV_01,0.0,0.0,0.0,21.2,OK
2026-06-20T02:00:00,PLANT_B,PLANT_B_INV_02,0.03,0.0,0.0,21.2,OK
2026-06-20T02:00:00,PLANT_B,PLANT_B_INV_03,0.01,0.0,0.0,21.2,OK
2026-06-20T02:00:00,PLANT_C,PLANT_C_INV_01,0.02,0.0,0.0,21.2,OK
2026-06-20T02:00:00,PLANT_C,PLANT_C_INV_02,0.0,0.0,0.0,21.2,OK
2026-06-20T02:00:00,PLANT_C,PLANT_C_INV_03,0.01,0.0,0.0,21.2,OK
2026-06-20T03:00:00,PLANT_A,PLANT_A_INV_01,0.02,0.0,0.0,22.6,OK
2026-06-20T03:00:00,PLANT_A,PLANT_A_INV_02,0.0,0.0,0.0,22.6,OK
2026-06-20T03:00:00,PLANT_A,PLANT_A_INV_03,0.0,0.0,0.0,22.6,OK
2026-06-20T03:00:00,PLANT_A,PLANT_A_INV_04,0.0,0.0,0.0,22.6,OK
2026-06-20T03:00:00,PLANT_B,PLANT_B_INV_01,0.02,0.0,0.0,22.6,OK
2026-06-20T03:00:00,PLANT_B,PLANT_B_INV_02,0.01,0.0,0.0,22.6,OK
2026-06-20T03:00:00,PLANT_B,PLANT_B_INV_03,0.03,0.0,0.0,22.6,OK
2026-06-20T03:00:00,PLANT_C,PLANT_C_INV_01,0.0,0.0,0.0,22.6,OK
2026-06-20T03:00:00,PLANT_C,PLANT_C_INV_02,0.01,0.0,0.0,22.6,OK
2026-06-20T03:00:00,PLANT_C,PLANT_C_INV_03,0.01,0.0,0.0,22.6,OK
2026-06-20T04:00:00,PLANT_A,PLANT_A_INV_01,0.0,0.0,0.0,21.7,OK
2026-06-20T04:00:00,PLANT_A,PLANT_A_INV_02,0.01,0.0,0.0,21.7,OK
2026-06-20T04:00:00,PLANT_A,PLANT_A_INV_03,0.0,0.0,0.0,21.7,OK
2026-06-20T04:00:00,PLANT_A,PLANT_A_INV_04,0.01,0.0,0.0,21.7,OK
2026-06-20T04:00:00,PLANT_B,PLANT_B_INV_01,0.0,0.0,0.0,21.7,OK
2026-06-20T04:00:00,PLANT_B,PLANT_B_INV_02,0.0,0.0,0.0,21.7,OK
2026-06-20T04:00:00,PLANT_B,PLANT_B_INV_03,0.01,0.0,0.0,21.7,OK
2026-06-20T04:00:00,PLANT_C,PLANT_C_INV_02,0.02,0.0,0.0,21.7,OK
2026-06-20T04:00:00,PLANT_C,PLANT_C_INV_03,0.01,0.0,0.0,21.7,OK
2026-06-20T05:00:00,PLANT_A,PLANT_A_INV_01,0.0,0.0,0.0,22.4,OK
2026-06-20T05:00:00,PLANT_A,PLANT_A_INV_02,0.0,0.0,0.0,22.4,OK
2026-06-20T05:00:00,PLANT_A,PLANT_A_INV_03,0.02,0.0,0.0,22.4,OK
2026-06-20T05:00:00,PLANT_A,PLANT_A_INV_04,0.01,0.0,0.0,22.4,OK
2026-06-20T05:00:00,PLANT_B,PLANT_B_INV_01,0.03,0.0,0.0,22.4,OK
2026-06-20T05:00:00,PLANT_B,PLANT_B_INV_02,0.0,0.0,0.0,22.4,OK
2026-06-20T05:00:00,PLANT_B,PLANT_B_INV_03,0.01,0.0,0.0,22.4,OK
2026-06-20T05:00:00,PLANT_C,PLANT_C_INV_01,0.02,0.0,0.0,22.4,OK
2026-06-20T05:00:00,PLANT_C,PLANT_C_INV_02,0.02,0.0,0.0,22.4,OK
2026-06-20T05:00:00,PLANT_C,PLANT_C_INV_03,0.0,0.0,0.0,22.4,OK
2026-06-20T06:00:00,PLANT_A,PLANT_A_INV_01,0.02,0.0,0.0,23.3,OK
2026-06-20T06:00:00,PLANT_A,PLANT_A_INV_02,0.0,0.0,0.0,23.3,OK
2026-06-20T06:00:00,PLANT_A,PLANT_A_INV_03,0.02,0.0,0.0,23.3,OK
2026-06-20T06:00:00,PLANT_A,PLANT_A_INV_04,0.0,0.0,0.0,23.3,OK
2026-06-20T06:00:00,PLANT_B,PLANT_B_INV_01,0.0,0.0,0.0,23.3,OK
